sample,step,orbits,t,rel_energy_err,rel_angmom_err,rel_pos_err,rel_vel_err,rel_phase_err
0,0,0.0,0.0,0.0,0.0,1.68371e-72,1.55498e-61,1.54868e-73
1,1000000,19531.8649263,122661.01154619910664,1.41281e-14,1.02375e-15,1.10648e-9,1.26281e-9,1.56898e-10
2,2000000,39063.3384968,245319.56535963641283,2.06567e-14,1.53063e-14,1.33312e-9,1.04198e-9,3.18021e-10
3,3000000,58595.0813404,367979.81022063356813,2.0962e-14,1.07099e-14,6.29444e-9,9.58207e-9,7.28385e-10
4,4000000,78126.9787322,490641.02565085046173,4.26602e-14,1.45387e-14,2.22643e-8,4.91503e-8,2.09579e-9
5,5000000,97658.8278215,613301.93774014260992,7.64268e-14,2.27441e-14,2.32359e-8,2.31119e-8,3.72267e-9
6,6000000,117190.267221,735960.27695498097449,1.08387e-13,3.03491e-14,3.06477e-8,2.52356e-8,6.3429e-9
7,7000000,136722.061613,858620.84554468908646,1.21311e-13,4.0414e-14,8.55339e-8,1.48416e-7,9.16008e-9
8,8000000,156253.962493,981282.08288358780965,1.44644e-13,4.66214e-14,1.31098e-7,2.66297e-7,1.28815e-8
9,9000000,175785.779685,1103942.7946523229826,1.08603e-13,3.93456e-14,8.90391e-8,7.8651e-8,1.64007e-8
10,10000000,195317.213579,1226601.099299232552,7.78048e-14,3.97467e-14,1.06647e-7,9.54503e-8,1.92842e-8
11,11000000,214849.043987,1349261.8940647761535,4.43057e-14,4.25189e-14,2.10474e-7,4.10706e-7,2.11257e-8
12,12000000,234380.944677,1471923.1302135483947,5.14384e-14,4.16506e-14,2.1563e-7,3.90467e-7,2.25482e-8
13,13000000,253912.714085,1594583.5418947973403,7.86645e-14,4.07969e-14,1.14002e-7,9.21498e-8,2.45999e-8
14,14000000,273444.171643,1717241.9951527507963,7.05127e-14,2.97976e-14,1.66161e-7,1.6551e-7,2.65704e-8
15,15000000,292976.027827,1839902.9517959809898,4.1418e-14,2.17919e-14,2.98367e-7,6.39255e-7,2.85131e-8
16,16000000,312507.924535,1962564.1629315358208,3.13366e-14,1.76271e-14,2.62667e-7,4.15452e-7,2.97023e-8
17,17000000,332039.616635,2085224.0891211892662,9.84354e-14,3.2763e-14,1.23342e-7,9.53609e-8,3.14998e-8
18,18000000,351571.137911,2207882.9425249557455,1.17988e-13,3.69037e-14,2.40705e-7,2.7113e-7,3.44375e-8
19,19000000,371103.012583,2330544.0152770661167,1.40054e-13,3.97847e-14,4.09839e-7,9.31206e-7,3.80121e-8
20,20000000,390634.901052,2453205.17467338017,1.37778e-13,4.1673e-14,3.3547e-7,4.58822e-7,4.15945e-8
21,21000000,410166.470942,2575864.3333736050189,1.70412e-13,5.12475e-14,1.67268e-7,1.2873e-7,4.59164e-8
22,22000000,429698.110095,2698523.9270551959503,1.61021e-13,4.49997e-14,3.94188e-7,5.06834e-7,5.09927e-8
23,23000000,449229.997695,2821185.0809945579895,1.45501e-13,5.05198e-14,6.02747e-7,1.3913e-6,5.546e-8
24,24000000,468761.872817,2943846.1565659532253,1.71619e-13,5.2431e-14,4.32057e-7,5.10352e-7,5.95195e-8
25,25000000,488293.359813,3066504.7946920664859,2.06938e-13,6.16675e-14,2.6326e-7,2.04549e-7,6.50602e-8
26,26000000,507825.086598,3189164.9387092070146,2.17565e-13,7.54774e-14,6.03473e-7,8.88711e-7,7.12981e-8
