sample,step,orbits,t,rel_energy_err,rel_angmom_err,rel_pos_err,rel_vel_err,rel_phase_err
0,0,0.0,0.0,0.0,0.0,1.06311e-56,2.43894e-55,3.88557e-58
1,1000000,10292.8311467,64639.453779124965752,5.91874e-15,3.10395e-15,1.09739e-9,8.85064e-10,2.38017e-10
2,2000000,20585.0118987,129274.82304994684895,1.12801e-13,6.06628e-15,2.09278e-8,1.49133e-7,1.18096e-9
3,3000000,30877.9698793,193915.07335201480161,1.67304e-13,9.99006e-15,3.69083e-8,1.04033e-7,3.08303e-9
4,4000000,41170.0482229,258549.79949260004199,4.9773e-14,1.07585e-14,4.3671e-8,7.96568e-8,4.54763e-9
5,5000000,51462.9938151,323189.97199517243177,1.46041e-13,2.3137e-14,1.2849e-7,1.63333e-6,5.81923e-9
6,6000000,61755.2396702,387825.75011588087184,1.69357e-13,1.8893e-14,2.90872e-8,2.24596e-8,8.54539e-9
7,7000000,72048.0024695,452464.774670794691,1.81156e-13,2.51071e-14,3.0465e-7,6.06461e-6,1.17161e-8
8,8000000,82340.8798161,517104.51858716308808,1.44631e-13,1.89301e-14,8.60168e-8,8.03588e-8,1.47437e-8
9,9000000,92633.01524,581739.6031955007825,2.06991e-13,1.62446e-14,2.75363e-7,1.53304e-6,1.71437e-8
10,10000000,102925.977078,646379.87772075277602,2.00543e-13,8.52045e-15,2.69758e-7,9.94944e-7,1.99588e-8
11,11000000,113218.062558,711014.64868179296745,7.54593e-14,2.80023e-16,1.87109e-7,2.74065e-7,2.21846e-8
12,12000000,123510.995686,775654.74290815798606,2.2226e-14,4.31572e-15,5.46824e-7,8.77008e-6,2.274e-8
13,13000000,133803.338134,840291.12763758972838,5.28294e-14,5.89376e-15,5.16652e-8,4.56389e-8,2.27321e-8
14,14000000,144096.004003,904929.54346192800774,1.18331e-13,1.97765e-14,5.18178e-7,8.63917e-6,2.12481e-8
15,15000000,154388.91269,969569.48420144698873,2.88672e-13,1.84527e-16,1.32804e-7,1.5132e-7,1.88185e-8
16,16000000,164681.01945,1034204.3887970154383,2.31367e-13,1.90731e-15,2.113e-7,9.19382e-7,1.45671e-8
17,17000000,174973.982494,1098844.6708940706453,2.2342e-13,1.26707e-15,1.55098e-7,7.50479e-7,1.0225e-8
18,18000000,185266.081758,1163479.5284165180887,3.53253e-14,9.02616e-15,5.93949e-8,7.09326e-8,8.11979e-9
19,19000000,195558.997314,1228119.5122934662675,1.18543e-13,2.41815e-15,1.80371e-7,3.5101e-6,6.99394e-9
20,20000000,205851.49632,1292756.8802120474472,3.5117e-14,9.21342e-15,9.29038e-9,1.11818e-8,6.43055e-9
21,21000000,216144.00572,1357394.31340464462,9.79762e-15,4.73423e-15,1.3302e-7,1.79029e-6,5.90134e-9
22,22000000,226436.935634,1422034.3874477999564,7.45337e-14,1.78755e-15,3.95742e-8,5.66022e-8,4.75696e-9
23,23000000,236729.024825,1486669.1817159986765,5.71398e-15,1.06505e-17,5.88377e-8,2.00617e-7,4.51215e-9
24,24000000,247021.98663,1551309.4560324405447,6.24444e-14,6.55786e-15,6.74255e-8,4.27975e-7,3.9811e-9
25,25000000,257314.107804,1615944.4511531403558,1.1768e-13,1.92029e-14,1.56107e-8,1.5561e-8,2.50837e-9
